student_id,gender,grade_level,gpa_band,admission_subject_group,high_school_subject_orientation,location_type,family_income_level,willing_to_relocate,preferred_study_budget,career_priority,role_model_field,math_skill,language_skill,analytical_skill,creativity,problem_solving,technology_interest,business_interest,finance_interest,social_interest,design_interest,communication_skill,leadership,teamwork_preference,adaptability,stress_tolerance,practical_learning_preference,mentor_need,roadmap_need,guidance_need,learning_motivation,labor_market_awareness,growth_mindset,student_cluster,recommended_major,recommended_courses,recommended_mentor_type,recommended_career_path,data_type,assessment_source,generation_method,generated_version
S0392,Male,Grade 12,9.0-10.0,"C00 - Literature, History, Geography",Social-science-oriented,Urban,Low,Undecided,Medium,Social Impact,Technology,4,3,2,3,4,4,4,3,5,3,5,4,5,3,1,2,4,2,4,4,3,2,Social-Communicative,Human Resource Management / Quản trị nhân lực,Communication; Psychology Basics; HR Management; Career Planning,HR / Career Mentor,HR Student → Training Assistant → HR Specialist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0393,Female,Grade 11,9.0-10.0,"D01 - Math, Literature, English",Language-Media-oriented,Rural,Medium,Yes,Low,Passion,Business,4,5,3,3,3,3,3,3,5,5,3,4,3,4,2,2,4,5,4,3,3,4,Social-Communicative,Education and Counseling / Giáo dục & Tư vấn học đường,Communication; Psychology Basics; Education Studies; Career Planning,Education / Counseling Mentor,Education Student → Teaching Assistant → Education Consultant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0394,Male,Grade 11,6.5-7.9,"D01 - Math, Literature, English",Language-Media-oriented,Suburban,High,Yes,Low,Growth,Undecided,2,3,3,4,3,4,3,3,3,5,3,3,3,3,4,4,3,5,4,3,3,3,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Student → UI/UX Intern → UX Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0395,Male,Grade 11,8.0-8.9,"D01 - Math, Literature, English",Language-oriented,Suburban,Medium,No,Medium,Stability,Finance,3,4,2,2,3,3,3,4,3,2,5,4,5,5,4,3,4,2,3,4,3,3,Social-Communicative,Education and Counseling / Giáo dục & Tư vấn học đường,Communication; Psychology Basics; Education Studies; Career Planning,Education / Counseling Mentor,Education Student → Teaching Assistant → Education Consultant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0396,Female,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-Business-oriented,Urban,High,Undecided,Medium,Growth,Business,3,3,4,4,3,3,4,4,2,4,4,3,3,4,4,4,4,3,4,2,3,5,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Student → UI/UX Intern → UX Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0397,Female,Grade 12,9.0-10.0,"B00 - Math, Chemistry, Biology",Natural-science / Healthcare-oriented,Urban,Low,Yes,Medium,Salary,Healthcare,2,3,4,4,3,2,4,4,2,2,3,3,3,4,2,1,4,4,4,3,2,3,Balanced Explorer,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0398,Male,Grade 11,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Urban,Medium,Yes,Medium,Passion,Media & Communication,4,4,5,2,3,4,5,4,1,2,4,5,4,3,3,3,4,4,3,3,4,5,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0399,Male,Grade 11,6.5-7.9,"D01 - Math, Literature, English",Law-oriented,Rural,Low,Yes,Medium,Passion,Law,3,4,4,3,3,4,2,2,5,3,4,3,4,3,4,4,4,3,3,4,3,2,Social-Communicative,Law / Luật,Introduction to Law; Critical Thinking; Communication; Civic Education; English for Legal Studies,Law / Public Policy Mentor,Law Student → Legal Intern → Legal Assistant / Public Policy Assistant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0400,Female,Grade 11,9.0-10.0,"D01 - Math, Literature, English",Language-Business-oriented,Urban,Low,Yes,Medium,Growth,Technology,5,3,4,3,2,3,4,4,4,4,2,2,1,3,2,3,3,2,2,3,4,3,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0401,Female,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-Business-oriented,Rural,Medium,Undecided,Medium,Passion,Undecided,5,4,5,2,4,4,4,3,2,3,3,3,3,2,1,4,1,3,4,3,4,4,Tech-Analytical,Management Information Systems / Hệ thống thông tin quản lý,Python Basics; SQL; Business Analytics; Introduction to AI,Business-Tech Mentor,IT/IM Student → Data Intern → Business/Data Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0402,Female,Grade 12,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Rural,High,Undecided,Low,Passion,Technology,5,3,4,3,4,5,2,2,2,4,3,3,2,3,2,4,2,4,2,2,4,3,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0403,Male,Grade 12,9.0-10.0,"C00 - Literature, History, Geography",Social-science-oriented,Rural,Medium,Undecided,Medium,Salary,Technology,3,4,2,4,3,3,3,3,4,4,2,4,4,3,2,4,2,3,2,3,2,4,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Student → UI/UX Intern → UX Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0404,Female,Grade 12,5.0-6.4,"D01 - Math, Literature, English",Language-Business-oriented,Urban,Medium,Yes,High,Passion,Business,3,3,4,2,4,3,4,5,3,3,5,5,3,3,3,3,3,4,3,3,4,3,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0405,Female,Grade 12,9.0-10.0,"A00 - Math, Physics, Chemistry",STEM-oriented,Urban,Medium,Yes,Low,Passion,Finance,4,3,4,4,3,4,4,3,3,3,3,3,4,2,4,4,3,5,3,4,3,5,Tech-Analytical,Management Information Systems / Hệ thống thông tin quản lý,Python Basics; SQL; Business Analytics; Introduction to AI,Business-Tech Mentor,IT/IM Student → Data Intern → Business/Data Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0406,Female,Grade 12,9.0-10.0,"A00 - Math, Physics, Chemistry",STEM-oriented,Suburban,High,Undecided,Medium,Salary,Education,5,2,4,3,3,3,4,5,3,4,3,4,2,3,5,3,4,4,3,2,4,4,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0407,Female,Grade 12,8.0-8.9,Undecided,Social-science-oriented,Rural,Medium,Undecided,Medium,Social Impact,Education,4,3,4,4,4,3,2,3,4,3,5,4,5,3,3,1,4,4,3,2,2,3,Social-Communicative,Education and Counseling / Giáo dục & Tư vấn học đường,Communication; Psychology Basics; Education Studies; Career Planning,Education / Counseling Mentor,Education Student → Teaching Assistant → Education Consultant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0408,Male,Grade 11,8.0-8.9,"A01 - Math, Physics, English",STEM-Business-oriented,Urban,Medium,Yes,Low,Stability,Healthcare,3,3,5,2,5,3,5,3,4,3,3,4,3,3,4,3,3,3,4,4,4,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0409,Male,Grade 12,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Urban,Medium,Yes,Medium,Salary,Education,3,3,2,3,3,4,5,3,4,3,3,4,3,2,1,3,3,2,4,3,4,5,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0410,Female,Grade 11,6.5-7.9,"D01 - Math, Literature, English",Language-Business-oriented,Urban,Medium,No,Medium,Stability,Finance,2,3,4,2,4,4,5,4,3,2,5,5,4,3,2,2,2,3,4,3,4,5,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0411,Male,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-Business-oriented,Urban,Medium,Yes,High,Salary,Finance,4,5,5,3,3,4,4,4,4,4,3,2,2,3,3,3,4,4,4,2,4,4,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Banking Assistant → Financial Analyst → Finance Manager,synthetic,assessment_driven,domain_informed_rules,v1.4
S0412,Female,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-oriented,Suburban,Medium,No,Low,Salary,Education,5,3,5,3,5,4,3,3,4,3,3,4,1,2,3,4,3,4,3,2,3,5,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics; Online Learning Resources,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0413,Female,Grade 12,8.0-8.9,"B00 - Math, Chemistry, Biology",Natural-science / Healthcare-oriented,Urban,High,Yes,Medium,Social Impact,Healthcare,5,5,5,3,3,4,3,4,3,3,3,3,3,3,5,3,3,3,2,3,3,4,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0414,Male,Grade 12,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Urban,Medium,Undecided,High,Salary,Healthcare,4,3,4,3,4,4,5,4,3,3,5,5,4,3,2,2,3,4,2,3,5,3,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0415,Male,Grade 11,8.0-8.9,"D01 - Math, Literature, English",Language-Business-oriented,Urban,Medium,Yes,Low,Growth,Technology,5,3,5,3,2,3,4,4,3,3,3,3,2,3,5,4,2,2,3,3,3,3,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0416,Male,Grade 12,9.0-10.0,"A00 - Math, Physics, Chemistry",STEM-oriented,Urban,Medium,Yes,High,Stability,Technology,4,1,3,4,4,3,4,3,2,4,3,4,4,2,2,4,3,3,4,4,4,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0417,Female,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-Business-oriented,Urban,Medium,No,Medium,Salary,Healthcare,3,3,4,4,3,2,5,3,3,2,4,4,3,3,3,4,2,4,2,2,3,5,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0418,Male,Grade 11,8.0-8.9,"B00 - Math, Chemistry, Biology",Natural-science / Healthcare-oriented,Suburban,High,No,Medium,Social Impact,Healthcare,3,3,2,3,2,3,2,4,2,2,4,3,2,3,4,2,3,5,4,2,4,3,Balanced Explorer,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0419,Male,Grade 11,9.0-10.0,"C00 - Literature, History, Geography",Law-oriented,Suburban,Medium,No,Medium,Passion,Law,2,2,4,3,2,5,4,5,4,2,5,4,2,3,3,3,3,4,3,2,5,4,Business-Strategic,Law / Luật,Introduction to Law; Critical Thinking; Communication; Civic Education; English for Legal Studies,Law / Public Policy Mentor,Law Student → Legal Intern → Legal Assistant / Public Policy Assistant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0420,Female,Grade 12,8.0-8.9,"A01 - Math, Physics, English",Natural-science / Healthcare-oriented,Urban,High,Yes,Medium,Social Impact,Healthcare,3,3,5,3,5,4,3,2,3,4,2,2,2,3,3,4,4,4,1,4,4,5,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0421,Female,Grade 12,6.5-7.9,"D01 - Math, Literature, English",Language-oriented,Suburban,High,No,Medium,Passion,Finance,3,4,4,4,2,4,3,3,3,3,4,3,3,3,2,3,3,3,4,2,4,3,Social-Communicative,Education and Counseling / Giáo dục & Tư vấn học đường,Communication; Psychology Basics; Education Studies; Career Planning,Education / Counseling Mentor,Education Student → Teaching Assistant → Education Consultant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0422,Male,Grade 11,8.0-8.9,"D01 - Math, Literature, English",Language-oriented,Urban,High,Undecided,Low,Stability,Education,5,4,4,3,5,5,3,4,3,3,3,2,3,4,5,4,3,4,3,3,3,4,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0423,Female,Grade 12,8.0-8.9,"A00 - Math, Physics, Chemistry",Natural-science / Healthcare-oriented,Suburban,Low,Yes,Low,Growth,Healthcare,5,2,5,1,5,5,4,3,3,4,4,3,3,4,3,4,4,4,3,2,3,4,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0424,Male,Grade 12,8.0-8.9,"A01 - Math, Physics, English",Business-Finance-oriented,Urban,Medium,Yes,Low,Growth,Business,3,2,3,1,5,3,5,4,2,2,3,4,3,2,3,4,4,3,4,3,4,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0425,Male,Grade 11,6.5-7.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Urban,Medium,Yes,Medium,Salary,Education,4,3,3,3,4,4,4,2,3,3,5,3,3,3,4,3,2,4,3,2,3,5,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0426,Female,Grade 11,6.5-7.9,"C00 - Literature, History, Geography",Law-oriented,Rural,Low,No,Medium,Stability,Law,3,4,3,3,3,3,3,4,5,2,4,2,5,4,2,3,4,5,3,3,3,4,Social-Communicative,Law / Luật,Introduction to Law; Critical Thinking; Communication; Civic Education; English for Legal Studies,Law / Public Policy Mentor,Law Student → Legal Intern → Legal Assistant / Public Policy Assistant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0427,Female,Grade 11,5.0-6.4,"D01 - Math, Literature, English",Language-oriented,Rural,Medium,Yes,Low,Passion,Finance,4,2,4,2,3,4,2,4,3,3,4,3,3,3,4,4,2,4,3,4,4,4,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Banking Assistant → Financial Analyst → Finance Manager,synthetic,assessment_driven,domain_informed_rules,v1.4
S0428,Male,Grade 12,9.0-10.0,"A00 - Math, Physics, Chemistry",Business-Finance-oriented,Rural,High,Undecided,High,Salary,Education,3,3,4,2,5,2,4,4,3,4,3,4,1,3,2,4,3,4,3,3,3,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0429,Female,Grade 12,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Urban,Medium,Yes,Medium,Stability,Business,3,4,4,4,4,5,3,3,3,3,2,2,4,4,4,5,3,4,3,2,4,5,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0430,Male,Grade 11,6.5-7.9,"C00 - Literature, History, Geography",Law-oriented,Urban,Medium,Undecided,Medium,Social Impact,Law,3,4,3,4,1,2,4,3,5,2,5,4,4,3,5,4,5,5,3,2,2,3,Social-Communicative,Law / Luật,Introduction to Law; Critical Thinking; Communication; Civic Education; English for Legal Studies,Law / Public Policy Mentor,Law Student → Legal Intern → Legal Assistant / Public Policy Assistant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0431,Female,Grade 12,6.5-7.9,"A01 - Math, Physics, English",STEM-oriented,Rural,Low,Undecided,Medium,Growth,Technology,5,3,5,4,3,4,4,2,2,4,2,3,3,3,5,4,4,3,3,4,3,3,Tech-Analytical,Management Information Systems / Hệ thống thông tin quản lý,Python Basics; SQL; Business Analytics; Introduction to AI,Business-Tech Mentor,IT/IM Student → Data Intern → Business/Data Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0432,Female,Grade 11,6.5-7.9,"C00 - Literature, History, Geography",Social-science-oriented,Urban,Medium,Yes,High,Growth,Technology,3,3,4,3,3,5,2,3,3,3,3,2,3,4,4,3,3,5,5,3,3,3,Balanced Explorer,Career Exploration / Định hướng nghề nghiệp,Career Exploration; Basic IT; Communication; Study Planning; Self-Assessment,General Career Mentor,Exploration Stage → Foundation Courses → Major Selection,synthetic,assessment_driven,domain_informed_rules,v1.4
S0433,Female,Grade 11,9.0-10.0,"A01 - Math, Physics, English",STEM-oriented,Urban,Medium,Yes,High,Stability,Finance,4,1,5,2,2,4,3,4,4,2,2,3,4,2,3,3,1,4,4,3,5,5,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Banking Assistant → Financial Analyst → Finance Manager,synthetic,assessment_driven,domain_informed_rules,v1.4
S0434,Male,Grade 12,6.5-7.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Suburban,Medium,Yes,High,Growth,Business,4,2,4,3,3,1,5,5,3,4,4,1,3,2,4,3,3,3,2,3,4,5,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0435,Male,Grade 12,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Urban,Low,Undecided,High,Stability,Finance,4,3,4,3,4,4,4,3,3,5,3,5,5,3,4,2,3,2,3,4,4,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0436,Male,Grade 11,6.5-7.9,"B00 - Math, Chemistry, Biology",Natural-science / Healthcare-oriented,Urban,Medium,Yes,Low,Social Impact,Healthcare,3,3,5,3,4,4,4,3,3,3,4,4,3,4,3,5,3,2,4,3,3,4,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0437,Male,Grade 12,8.0-8.9,"A01 - Math, Physics, English",Natural-science / Healthcare-oriented,Rural,Low,Yes,High,Stability,Healthcare,4,3,4,4,4,4,3,3,3,3,2,2,3,4,3,5,3,3,3,2,4,4,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0438,Female,Grade 12,8.0-8.9,Undecided,Social-science-oriented,Rural,High,Yes,Medium,Passion,Business,2,4,2,3,3,3,3,3,5,4,3,2,3,3,2,3,3,3,3,3,3,3,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Student → UI/UX Intern → UX Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0439,Female,Grade 12,8.0-8.9,"C00 - Literature, History, Geography",Law-oriented,Urban,Medium,Yes,Medium,Stability,Media & Communication,4,5,2,2,2,4,2,3,5,3,5,3,5,3,2,3,4,4,3,3,3,2,Social-Communicative,Communication and Digital Media / Truyền thông & Truyền thông số,Communication; Content Creation; Digital Marketing; Media Planning,Communication / Media Mentor,Content Assistant → Communication Specialist → Digital Media Strategist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0440,Female,Grade 12,6.5-7.9,"A01 - Math, Physics, English",STEM-oriented,Urban,Low,Yes,Medium,Salary,Technology,4,3,3,4,4,2,5,4,3,3,4,3,2,2,1,3,3,3,3,2,3,5,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0441,Prefer not to say,Grade 12,6.5-7.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Rural,High,Undecided,Medium,Stability,Technology,3,2,4,3,5,4,4,4,3,2,3,4,3,3,5,4,3,4,2,1,4,3,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0442,Female,Grade 12,6.5-7.9,"A01 - Math, Physics, English",STEM-oriented,Urban,Medium,No,Medium,Stability,Media & Communication,3,3,5,3,4,4,5,3,4,2,4,3,3,3,4,2,3,4,3,3,3,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0443,Female,Grade 12,6.5-7.9,"D01 - Math, Literature, English",Language-Media-oriented,Rural,Medium,Yes,Medium,Growth,Finance,4,3,3,5,2,4,3,5,2,5,3,3,4,1,3,4,2,3,4,3,3,4,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Student → UI/UX Intern → UX Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0444,Female,Grade 11,8.0-8.9,"C00 - Literature, History, Geography",Social-science-oriented,Rural,Medium,Yes,Medium,Social Impact,Finance,3,3,4,3,3,2,3,3,3,2,4,4,4,2,2,3,4,5,4,4,4,2,Social-Communicative,Education and Counseling / Giáo dục & Tư vấn học đường,Communication; Psychology Basics; Education Studies; Career Planning,Education / Counseling Mentor,Education Student → Teaching Assistant → Education Consultant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0445,Female,Grade 12,6.5-7.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Rural,High,No,Low,Salary,Technology,3,2,5,3,3,4,3,3,3,2,3,3,3,4,2,4,3,3,3,3,5,5,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics; Online Learning Resources,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0446,Male,Grade 12,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Urban,Medium,Undecided,Medium,Stability,Business,5,3,4,3,4,5,3,3,3,3,2,3,4,3,3,5,2,3,4,3,3,3,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0447,Female,Grade 12,8.0-8.9,"A01 - Math, Physics, English",Natural-science / Healthcare-oriented,Rural,Medium,Undecided,Medium,Salary,Healthcare,5,3,4,3,4,5,2,4,4,3,3,3,2,3,2,5,4,4,3,2,3,5,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0448,Male,Grade 12,9.0-10.0,Undecided,Undecided,Urban,Medium,Yes,Medium,Passion,Technology,2,4,5,4,4,3,4,2,4,3,3,4,3,3,2,2,4,3,5,4,3,2,Balanced Explorer,Career Exploration / Định hướng nghề nghiệp,Career Exploration; Basic IT; Communication; Study Planning; Self-Assessment,General Career Mentor,Exploration Stage → Foundation Courses → Major Selection,synthetic,assessment_driven,domain_informed_rules,v1.4
S0449,Female,Grade 11,8.0-8.9,"D01 - Math, Literature, English",Language-oriented,Urban,Medium,Undecided,Medium,Salary,Media & Communication,4,4,5,2,2,3,3,5,3,3,4,2,2,3,4,5,4,3,2,1,4,4,Finance-Oriented,FinTech / Công nghệ tài chính,Finance Fundamentals; Excel for Business; SQL; Data Analytics; FinTech Introduction,Finance-Tech Mentor,Finance Foundation → Data Skills → FinTech / Digital Banking Pathway,synthetic,assessment_driven,domain_informed_rules,v1.4
S0450,Female,Grade 12,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Suburban,Low,Yes,Medium,Stability,Media & Communication,5,3,4,2,4,5,3,2,3,3,2,2,4,3,4,4,3,3,3,2,2,5,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0451,Male,Grade 11,9.0-10.0,"B00 - Math, Chemistry, Biology",Natural-science / Healthcare-oriented,Suburban,High,Yes,High,Growth,Healthcare,5,3,5,3,5,4,2,1,3,2,3,3,2,3,3,3,2,3,4,3,3,3,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
